id,productName,quantity,isDelivered
733,Cheese - Ricotta,66,true
734,Bols Melon Liqueur,65,true
735,Frangelico,9,true
736,"Wine - Bourgogne 2002, La",13,false
737,Beef - Rib Eye Aaa,12,true
738,Sobe - Berry Energy,82,false
739,Skirt - 29 Foot,62,false
740,Soup Campbells Turkey Veg.,48,true
741,"Soup - Beef Conomme, Dry",76,false
742,"Crab - Back Fin Meat, Canned",55,true
743,Compound - Orange,100,false
744,Flax Seed,11,false
745,Chocolate - Compound Coating,16,false
746,Wine - Barbera Alba Doc 2001,58,false
747,Lemon Balm - Fresh,60,false
748,Onion - Dried,12,false
749,"Wine - White, Mosel Gold",64,false
750,Cucumber - Pickling Ontario,79,true
751,Scallops - In Shell,26,true
752,"Brocolinni - Gaylan, Chinese",25,true
753,Artichoke - Fresh,17,true
754,Beef - Prime Rib Aaa,73,true
755,"Beef - Roasted, Cooked",95,false
756,Wine - Tribal Sauvignon,29,true
757,Tea - Herbal Orange Spice,35,false
758,Cornish Hen,70,false
759,Flavouring - Raspberry,82,false
760,Island Oasis - Pina Colada,61,true
761,Appetizer - Veg Assortment,3,true
762,Muffin - Carrot Individual Wrap,97,true
763,Spinach - Frozen,87,true
764,"Crab - Back Fin Meat, Canned",39,false
765,Bread - Pumpernickel,77,false
766,Cumin - Ground,73,false
767,Bread Crumbs - Japanese Style,12,true
768,Island Oasis - Mango Daiquiri,46,false
769,Lemon Grass,81,true
770,"Champagne - Brights, Dry",10,false
771,Apple - Granny Smith,10,false
772,"Nut - Pecan, Pieces",83,true
773,Bagel - Ched Chs Presliced,63,false
774,Sugar - Individual Portions,20,false
775,"Soup - Canadian Pea, Dry Mix",87,false
776,Urban Zen Drinks,89,true
777,"Doilies - 5, Paper",67,false
778,Drambuie,83,false
779,Tia Maria,19,false
780,"Artichoke - Bottom, Canned",87,true
781,Beef - Ground Lean Fresh,34,true
782,Cream - 35%,55,true
783,Gooseberry,90,false
784,Cookie Choc,40,false
785,Pastry - Banana Muffin - Mini,84,true
786,Beer - Rickards Red,84,false
787,Monkfish Fresh - Skin Off,48,false
788,"Nut - Hazelnut, Ground, Natural",85,true
789,Graham Cracker Mix,5,true
790,Rum - Mount Gay Eclipes,100,true
791,Juice - Orange,14,true
792,Wine - Valpolicella Masi,7,false
793,Longan,25,true
794,Soho Lychee Liqueur,98,true
795,Fudge - Chocolate Fudge,80,true
796,"Tomatoes - Diced, Canned",69,false
797,Container - Clear 32 Oz,65,false
798,Tea - Herbal Sweet Dreams,68,true
799,Steampan - Lid For Half Size,16,true
800,Muffin Mix - Lemon Cranberry,51,false
801,Chicken - Whole Roasting,13,true
802,"Apple - Delicious, Golden",12,true
803,"Soup - Campbells, Beef Barley",88,true
804,Strawberries - California,16,false
805,Brandy - Bar,3,true
806,Fruit Salad Deluxe,27,true
807,"C - Plus, Orange",56,false
808,Beef - Inside Round,88,false
809,Beer - Camerons Auburn,56,true
810,Tea - Herbal Sweet Dreams,37,false
811,"Pasta - Penne, Lisce, Dry",10,false
812,"Nut - Cashews, Whole, Raw",39,false
813,Wine - Cotes Du Rhone,10,true
814,Sauce Tomato Pouch,27,false
815,Wine - Sauvignon Blanc Oyster,95,true
816,Muffin Batt - Blueberry Passion,49,true
817,Broccoli - Fresh,82,true
818,Veal - Insides Provini,51,false
819,Pumpkin - Seed,64,true
820,Butter - Salted,80,false
821,Muffin Hinge - 211n,29,false
822,Compound - Orange,28,true
823,Vinegar - Balsamic,94,true
824,"Pepper - Black, Ground",25,false
825,"Pork - Tenderloin, Fresh",31,false
826,"Olives - Green, Pitted",10,true
827,"Soup - Knorr, Chicken Gumbo",76,false
828,Wasabi Paste,27,false
829,Pepper - Red Thai,82,false
830,Mints - Striped Red,78,true
831,"Lamb - Racks, Frenched",84,true
832,"Turkey - Breast, Double",21,false
833,"Lemonade - Island Tea, 591 Ml",40,false
834,Gatorade - Cool Blue Raspberry,34,false
835,Flour - So Mix Cake White,43,true
836,Sour Cream,55,true
837,Herb Du Provence - Primerba,74,false
838,Red Currants,27,true
839,Bandage - Finger Cots,76,false
840,Broom Handle,10,false
841,Spinach - Baby,97,false
842,Wine - Alsace Riesling Reserve,37,false
843,Lettuce - Green Leaf,17,false
844,Juice - Mango,86,false
845,"Bar Mix - Pina Colada, 355 Ml",1,true
846,Chocolate - Semi Sweet,50,false
847,Plasticspoonblack,61,true
848,Flour - So Mix Cake White,27,false
849,Blouse / Shirt / Sweater,40,true
850,Ecolab - Ster Bac,12,true
851,Pepper - Green,6,true
852,Scotch - Queen Anne,57,false
853,Wine - Savigny - Les - Beaune,35,true
854,Chinese Foods - Pepper Beef,100,true
855,Anchovy Fillets,28,false
856,Pork - Smoked Back Bacon,95,false
857,Petit Baguette,34,true
858,"Beans - Turtle, Black, Dry",91,false
859,Chicken - Whole,84,true
860,"Croissant, Raw - Mini",42,true
861,"Shrimp - 16/20, Peeled Deviened",41,true
862,"Chicken - Leg, Fresh",92,true
863,Bread Base - Italian,38,true
864,Nectarines,40,false
865,Rabbit - Frozen,10,false
866,"Basil - Primerba, Paste",6,true
867,Beets - Mini Golden,4,true
868,Mushrooms - Honey,43,false
869,Towel - Roll White,32,false
870,Breakfast Quesadillas,52,false
871,Ostrich - Prime Cut,55,false
872,Contreau,92,true
873,Pomegranates,5,true
874,"Stock - Veal, Brown",10,false
875,Swordfish Loin Portions,2,true
876,Lid Tray - 16in Dome,32,true
877,Basil - Seedlings Cookstown,99,true
878,"Asparagus - White, Canned",30,true
879,"Quail - Eggs, Fresh",8,true
880,Soup - Campbells,50,true
881,"Wine - Red, Gamay Noir",44,true
882,Nut - Pumpkin Seeds,37,true
883,"Apple - Delicious, Red",43,false
884,Beets - Pickled,30,false
885,Dried Peach,67,false
886,"Chicken - Diced, Cooked",96,false
887,Cheese - Ricotta,15,false
888,Chinese Foods - Cantonese,74,true
889,Turkey - Ground. Lean,50,true
890,Fondant - Icing,50,true
891,Juice - Apple Cider,81,false
892,Pepsi - 600ml,31,false
893,Lemon Tarts,78,true
894,Capers - Ox Eye Daisy,11,true
895,"Lid - Translucent, 3.5 And 6 Oz",8,true
896,Sauce - Hp,79,false
897,Beer - Sleeman Fine Porter,46,false
898,Bread - Raisin,50,true
899,"Syrup - Monin, Irish Cream",29,false
900,Rootbeer,26,false
901,Rootbeer,57,false
902,Green Tea Refresher,13,false
903,Glass - Juice Clear 5oz 55005,98,true
904,Beer - Camerons Cream Ale,89,false
905,Beer - Fruli,45,true
906,"Wine - Red, Gallo, Merlot",29,true
907,Chinese Foods - Thick Noodles,23,false
908,Dehydrated Kelp Kombo,18,true
909,Beef Dry Aged Tenderloin Aaa,72,false
910,Pate Pans Yellow,94,true
911,"Soup - Campbells, Creamy",44,true
912,Muffin Chocolate Individual Wrap,19,true
913,Lamb Leg - Bone - In Nz,43,false
914,Tray - 12in Rnd Blk,26,true
915,Liquid Aminios Acid - Braggs,57,false
916,Coffee Cup 12oz 5342cd,43,true
917,Orange Roughy 4/6 Oz,24,true
918,Chinese Foods - Chicken,88,false
919,Triple Sec - Mcguinness,2,true
920,Apple - Macintosh,30,false
921,Clams - Canned,9,false
922,Hot Choc Vending,72,true
923,Sprouts - Corn,6,false
924,"Veal - Brisket, Provimi,bnls",26,false
925,Sandwich Wrap,52,false
926,Cheese Cloth,11,false
927,"Flour - Corn, Fine",66,false
928,Red Currants,85,true
929,Carbonated Water - Lemon Lime,47,false
930,Flower - Carnations,1,true
931,"Pasta - Lasagna, Dry",88,false
932,"Cheese - Woolwich Goat, Log",53,false
933,Pate - Cognac,81,false
934,Croissants Thaw And Serve,53,true
935,Cake Sheet Combo Party Pack,67,false
936,"Lettuce - Mini Greens, Whole",82,false
937,Beans - Fava Fresh,56,true
938,"Oil - Olive, Extra Virgin",100,false
939,Juice - Lagoon Mango,28,false
940,Corn Syrup,4,true
941,"Olives - Black, Pitted",97,false
942,Teriyaki Sauce,32,true
943,Cafe Royale,93,false
944,"Mushrooms - Black, Dried",2,false
945,"Turkey - Breast, Double",13,true
946,"Tortillas - Flour, 12",86,true
947,"Tuna - Canned, Flaked, Light",84,false
948,Corn - On The Cob,28,false
949,Tobasco Sauce,56,false
950,Peach - Fresh,51,true
951,Lettuce - Sea / Sea Asparagus,32,false
952,"Crab - Dungeness, Whole",8,false
953,Squash - Sunburst,51,true
954,Plaintain,95,false
955,Chips - Doritos,99,true
956,"Shrimp - Baby, Warm Water",48,true
957,Puree - Pear,47,false
958,Pastry - Choclate Baked,27,false
959,Puree - Mango,4,true
960,Trout Rainbow Whole,54,false
961,Juice - Ocean Spray Cranberry,21,false
962,Corn Kernels - Frozen,42,true
963,Kiwi,5,false
964,"Lemonade - Strawberry, 591 Ml",65,false
965,Sugar - Fine,70,true
966,"Pepper - White, Ground",80,false
967,Soap - Hand Soap,84,true
968,Coffee - Frthy Coffee Crisp,96,true
969,Tofu - Soft,44,false
970,Asparagus - Frozen,32,true
971,Muffins - Assorted,13,true
972,"Coke - Classic, 355 Ml",61,false
973,Longos - Assorted Sandwich,10,true
974,Bread - Raisin,66,false
975,Mousse - Banana Chocolate,96,false
976,"Wine - Bourgogne 2002, La",59,false
977,Quail - Jumbo,27,true
978,Broom - Angled,89,true
979,Garbage Bag - Clear,10,false
980,Cheese - Swiss,13,false
981,Beef - Rib Eye Aaa,86,true
982,Cakes Assorted,99,false
983,"Oregano - Dry, Rubbed",32,false
984,Artichokes - Jerusalem,31,true
985,Bacardi Mojito,24,false
986,Tomatoes Tear Drop,88,true
987,"Cake Circle, Paprus",58,false
988,Beets,26,true
989,Dawn Professionl Pot And Pan,93,false
990,Bar Energy Chocchip,23,false
991,Sultanas,39,false
992,Eggplant - Asian,3,true
993,Hinge W Undercut,8,true
994,"Wine - Red, Wolf Blass, Yellow",49,false
995,Dikon,19,true
996,Tea - Earl Grey,46,false
997,Beans - Green,43,false
998,"Lemonade - Kiwi, 591 Ml",70,true
999,Rice - Long Grain,1,true
1000,Milk - Chocolate 250 Ml,33,false
